Word,Translation,Meaning,Example Sentence,Tag,Dialouge,StartTime,EndTime
breathe,نفس کشیدن,"{'Verb': ['draw air into, and expel out of, the lungs', 'be alive', 'impart as if by breathing', 'allow the passage of air through', 'utter or tell', 'manifest or evince', ""take a short break from one's activities in order to relax"", 'reach full flavor by absorbing air and being let to stand after having been uncorked', 'expel (gases or odors']}","['I can breathe better when the air is clean', 'The patient is respiring']","season 1 , The One Where It All Began (Pilot)",Just breathe. That's it.,"00:08:04,917","00:08:07,784"
thats,یعنی,N/A,N/A,"season 1 , The One Where It All Began (Pilot)",Just breathe. That's it.,"00:08:04,917","00:08:07,784"
try,تلاش كردن,"{'Noun': ['earnest and conscientious activity intended to do or accomplish something'], 'Verb': ['make an effort or attempt', 'put to the test, as for its quality, or give experimental use to', 'put on trial or hear a case and sit as the judge at the trial of', 'take a sample of', 'examine or hear (evidence or a case', 'give pain or trouble to', 'test the limits of', 'melt (fat or lard', 'put on a garment in order to see whether it fits and looks nice']}","['made an effort to cover all the reading material', 'wished him luck in his endeavor', 'she gave it a good try']","season 1 , The One Where It All Began (Pilot)","Try to think of nice, calm things.","00:08:07,954","00:08:10,445"
think,فکر,"{'Noun': ['an instance of deliberate thinking'], 'Verb': ['judge or regard; look upon; judge', 'expect, believe, or suppose', ""use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments"", 'recall knowledge from memory; have a recollection', 'imagine or visualize', ""focus one's attention on a certain state"", 'have in mind as a purpose', 'decide by pondering, reasoning, or reflecting', 'ponder; reflect on, or reason about', 'dispose the mind in a certain way', 'have or formulate in the mind', 'be capable of conscious thought', 'bring into a given condition by mental preoccupation']}",['I need to give it a good think'],"season 1 , The One Where It All Began (Pilot)","Try to think of nice, calm things.","00:08:07,954","00:08:10,445"
nice,خوب,"{'Noun': ['a city in southeastern France on the Mediterranean; the leading resort on the French Riviera'], 'Adjective': ['pleasant or pleasing or agreeable in nature or appearance', 'socially or conventionally correct; refined or virtuous', 'done with delicacy and skill', 'excessively fastidious and easily disgusted', 'exhibiting courtesy and politeness']}","['what a nice fellow you are and we all thought you so nasty', 'nice manners', 'a nice dress', 'a nice face', 'a nice day', 'had a nice time at the party', 'the corn and tomatoes are nice today']","season 1 , The One Where It All Began (Pilot)","Try to think of nice, calm things.","00:08:07,954","00:08:10,445"
calm,آرام,"{'Noun': ['steadiness of mind under stress', 'wind moving at less than 1 knot; 0 on the Beaufort scale'], 'Verb': ['make calm or still', 'make steady', 'become quiet or calm, especially after a state of agitation', 'cause to be calm or quiet as by administering a sedative to'], 'Adjective': ['not agitated; without losing self-possession', '(of weather']}",['he accepted their problems with composure and she with equanimity'],"season 1 , The One Where It All Began (Pilot)","Try to think of nice, calm things.","00:08:07,954","00:08:10,445"
things,چیزها,"{'Noun': ['a special situation', 'an action', 'a special abstraction', 'an artifact', 'an event', 'a vaguely specified concern', 'a statement regarded as an object', 'an entity that is not named specifically', 'any attribute or quality considered as having its own existence', 'a special objective', 'a persistent illogical feeling of desire or aversion', 'a separate and self-contained entity', 'any movable possession (especially articles of clothing']}",['she packed her things and left'],"season 1 , The One Where It All Began (Pilot)","Try to think of nice, calm things.","00:08:07,954","00:08:10,445"
raindrops,قطرات باران,{'Noun': ['a drop of rain']},N/A,"season 1 , The One Where It All Began (Pilot)",Raindrops on roses And whiskers on kittens,"00:08:10,756","00:08:14,248"
roses,گل رز,"{'Noun': ['any of many shrubs of the genus Rosa that bear roses', 'pinkish table wine from red grapes whose skins were removed after fermentation began', 'a dusty pink color']}",N/A,"season 1 , The One Where It All Began (Pilot)",Raindrops on roses And whiskers on kittens,"00:08:10,756","00:08:14,248"
whiskers,سبیل ها,"{'Noun': ['a very small distance or space', 'a long stiff hair growing from the snout or brow of most mammals as e.g. a cat', ""the hair growing on the lower part of a man's face""], 'Verb': ['furnish with whiskers']}","[""they escaped by a hair's-breadth"", 'they lost the election by a whisker']","season 1 , The One Where It All Began (Pilot)",Raindrops on roses And whiskers on kittens,"00:08:10,756","00:08:14,248"
kittens,بچه گربه ها,"{'Noun': ['young domestic cat'], 'Verb': ['give birth to kittens']}",['our cat kittened again this year'],"season 1 , The One Where It All Began (Pilot)",Raindrops on roses And whiskers on kittens,"00:08:10,756","00:08:14,248"
doorbells,زنگ های در,{'Noun': ['a push button at an outer door that gives a ringing or buzzing signal when pushed']},N/A,"season 1 , The One Where It All Began (Pilot)",Doorbells and sleigh bells And something with mittens,"00:08:14,694","00:08:18,858"
sleigh,سورتمه,"{'Noun': ['a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow'], 'Verb': ['ride (on']}",N/A,"season 1 , The One Where It All Began (Pilot)",Doorbells and sleigh bells And something with mittens,"00:08:14,694","00:08:18,858"
bells,زنگ ها,"{'Noun': ['a hollow device made of metal that makes a ringing sound when struck', 'a push button at an outer door that gives a ringing or buzzing signal when pushed', 'the sound of a bell being struck', '(nautical', 'the shape of a bell', 'a phonetician and father of Alexander Graham Bell (1819-1905', 'English painter; sister of Virginia Woolf; prominent member of the Bloomsbury Group (1879-1961', 'United States inventor (born in Scotland', '1847-1922', 'a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument', 'the flared opening of a tubular device'], 'Verb': ['attach a bell to']}",N/A,"season 1 , The One Where It All Began (Pilot)",Doorbells and sleigh bells And something with mittens,"00:08:14,694","00:08:18,858"
mittens,دستکش,{'Noun': ['glove that encases the thumb separately and the other four fingers together']},N/A,"season 1 , The One Where It All Began (Pilot)",Doorbells and sleigh bells And something with mittens,"00:08:14,694","00:08:18,858"
la,را,"{'Noun': ['a white soft metallic element that tarnishes readily; occurs in rare earth minerals and is usually classified as a rare earth', 'a state in southern United States on the Gulf of Mexico; one of the Confederate states during the American Civil War', 'the syllable naming the sixth (submediant']}",N/A,"season 1 , The One Where It All Began (Pilot)",La la la something And noodles with string,"00:08:19,699","00:08:23,396"
la,را,"{'Noun': ['a white soft metallic element that tarnishes readily; occurs in rare earth minerals and is usually classified as a rare earth', 'a state in southern United States on the Gulf of Mexico; one of the Confederate states during the American Civil War', 'the syllable naming the sixth (submediant']}",N/A,"season 1 , The One Where It All Began (Pilot)",La la la something And noodles with string,"00:08:19,699","00:08:23,396"
la,را,"{'Noun': ['a white soft metallic element that tarnishes readily; occurs in rare earth minerals and is usually classified as a rare earth', 'a state in southern United States on the Gulf of Mexico; one of the Confederate states during the American Civil War', 'the syllable naming the sixth (submediant']}",N/A,"season 1 , The One Where It All Began (Pilot)",La la la something And noodles with string,"00:08:19,699","00:08:23,396"
noodles,رشته فرنگی,"{'Noun': ['a ribbonlike strip of pasta', 'informal terms for a human head']}",N/A,"season 1 , The One Where It All Began (Pilot)",La la la something And noodles with string,"00:08:19,699","00:08:23,396"
string,رشته,"{'Noun': ['a lightweight cord', 'stringed instruments that are played with a bow', 'a tightly stretched cord of wire or gut, as a part of an instrument or a tennis racket', 'a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding', 'a linear sequence (as of characters, words, proteins, etc.', 'a tie consisting of a cord that goes through a seam around an opening', 'a tough piece of fiber in vegetables, meat, or other food (especially the tough fibers connecting the two halves of a bean pod', '(cosmology', 'a collection of objects threaded on a single strand', 'a necklace made by stringing objects together'], 'Verb': ['thread on or as if on a string', 'add as if on a string', 'move or come along', 'stretch out or arrange like a string', 'string together; tie or fasten with a string', 'remove the stringy parts of', 'provide with strings']}",['the strings played superlatively well'],"season 1 , The One Where It All Began (Pilot)",La la la something And noodles with string,"00:08:19,699","00:08:23,396"
im,من هستم,N/A,N/A,"season 1 , The One Where It All Began (Pilot)",I'm all better now.,"00:08:23,936","00:08:25,665"
helped,کمک کرد,"{'Verb': ['give help or assistance; be of service', 'improve the condition of', 'be of use', 'abstain from doing; always used with a negative', 'help to some food; help with food or drink', 'contribute to the furtherance of', 'take or use', 'improve; change for the better']}","['Everyone helped out during the earthquake', 'Can you help me carry this table?', 'She never helps around the house']","season 1 , The One Where It All Began (Pilot)",I helped.,"00:08:27,540","00:08:30,100"
probably,شاید,"{'Adverb': ['with considerable certainty; without much doubt', 'easy to believe on the basis of available evidence']}","['He is probably out of the country', 'in all likelihood we are headed for war']","season 1 , The One Where It All Began (Pilot)",This is probably for the best.,"00:08:31,310","00:08:33,710"
independence,استقلال,"{'Noun': ['freedom from control or influence of another or others', 'the successful ending of the American Revolution', 'a city in western Missouri; the beginning of the Santa Fe Trail']}",['they maintained close relations with England even after independence'],"season 1 , The One Where It All Began (Pilot)",Independence. Controlling your life. The whole hat thing.,"00:08:34,480","00:08:39,144"
controlling,کنترل کردن,"{'Verb': ['exercise authoritative control or power over', 'lessen the intensity of; temper; hold in restraint; hold or keep within limits', 'handle and cause to function', 'maintain influence over (others or oneself', 'check or regulate (a scientific experiment', 'place under restrictions; limit access to by law', 'verify by using a duplicate register for comparison', 'be careful or certain to do something; make certain of something', 'have a firm understanding or knowledge of; be on top of'], 'Adjective': ['able to control or determine policy']}","['control the budget', 'Command the military forces']","season 1 , The One Where It All Began (Pilot)",Independence. Controlling your life. The whole hat thing.,"00:08:34,480","00:08:39,144"
life,زندگی,"{'Noun': ['a characteristic state or mode of living', 'the experience of being alive; the course of human events and activities', 'the course of existence of an individual; the actions and events that occur in living', 'the condition of living or the state of being alive', 'the period during which something is functional (as between birth and death', 'the period between birth and the present time', 'the period from the present until death', 'a living person', 'animation and energy in action or expression', 'living things collectively', 'the organic phenomenon that distinguishes living organisms from nonliving ones', ""an account of the series of events making up a person's life"", 'a motive for living', 'a prison term lasting as long as the prisoner lives']}","['social life', 'city life', 'real life']","season 1 , The One Where It All Began (Pilot)",Independence. Controlling your life. The whole hat thing.,"00:08:34,480","00:08:39,144"
hat,کلاه,"{'Noun': ['headdress that protects the head from bad weather; has shaped crown and usually a brim', ""an informal term for a person's role""], 'Verb': ['put on or wear a hat', 'furnish with a hat']}","[""he took off his politician's hat and talked frankly""]","season 1 , The One Where It All Began (Pilot)",Independence. Controlling your life. The whole hat thing.,"00:08:34,480","00:08:39,144"
thing,چیز,"{'Noun': ['a special situation', 'an action', 'a special abstraction', 'an artifact', 'an event', 'a vaguely specified concern', 'a statement regarded as an object', 'an entity that is not named specifically', 'any attribute or quality considered as having its own existence', 'a special objective', 'a persistent illogical feeling of desire or aversion', 'a separate and self-contained entity']}","['this thing has got to end', 'it is a remarkable thing']","season 1 , The One Where It All Began (Pilot)",Independence. Controlling your life. The whole hat thing.,"00:08:34,480","00:08:39,144"
live,زنده,"{'Verb': ['be an inhabitant of or reside in', 'lead a certain kind of life; live in a certain style', 'continue to live and avoid dying', 'support oneself', 'have life, be alive', 'have firsthand knowledge of states, situations, emotions, or sensations', 'pursue a positive and satisfying existence'], 'Adjective': ['actually being performed at the time of hearing or viewing', 'exerting force or containing energy', 'possessing life', 'highly reverberant', 'charged with an explosive', 'elastic; rebounds readily', 'abounding with life and energy', 'in current use or ready for use', 'of current relevance', 'charged or energized with electricity', 'capable of erupting'], 'Adverb': ['not recorded']}","['People lived in Africa millions of years ago', 'The people inhabited the islands that are now deserted', 'this kind of fish dwells near the bottom of the ocean', 'deer are populating the woods']","season 1 , The One Where It All Began (Pilot)",Me and Chandler live across the hall. He's away a lot.,"00:08:43,656","00:08:47,251"
hall,سالن,"{'Noun': ['an interior passage or corridor onto which rooms open', 'a large entrance or reception room or area', 'a large room for gatherings or entertainment', 'a college or university building containing living quarters for students', 'the large room of a manor or castle', 'English writer whose novel about a lesbian relationship was banned in Britain for many years (1883-1943', 'United States child psychologist whose theories of child psychology strongly influenced educational psychology (1844-1924', 'United States chemist who developed an economical method of producing aluminum from bauxite (1863-1914', 'United States explorer who led three expeditions to the Arctic (1821-1871', 'United States astronomer who discovered Phobos and Deimos (the two satellites of Mars', '1829-1907', 'a large and imposing house', 'a large building used by a college or university for teaching or research', 'a large building for meetings or entertainment']}",['the elevators were at the end of the hall'],"season 1 , The One Where It All Began (Pilot)",Me and Chandler live across the hall. He's away a lot.,"00:08:43,656","00:08:47,251"
hes,او هست,"{'Noun': ['a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas', 'the 5th letter of the Hebrew alphabet']}",N/A,"season 1 , The One Where It All Began (Pilot)",Me and Chandler live across the hall. He's away a lot.,"00:08:43,656","00:08:47,251"
lot,مقدار زیادی,"{'Noun': ['a parcel of land having fixed boundaries', 'an unofficial association of people or groups', 'your overall circumstances or condition in life (including everything that happens to you', 'anything (straws or pebbles etc.', 'any collection in its entirety', '(Old Testament'], 'Verb': ['divide into lots, as of land, for example', 'administer or bestow, as in small portions']}","['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'see the rest of the winners in our huge passel of photos', 'it must have cost plenty', 'a slew of journalists', 'a wad of money']","season 1 , The One Where It All Began (Pilot)",Me and Chandler live across the hall. He's away a lot.,"00:08:43,656","00:08:47,251"
stop,متوقف کردن,"{'Noun': ['the event of something ending', 'the act of stopping something', 'a brief stay in the course of a journey', 'the state of inactivity following an interruption', 'a spot where something halts or pauses', 'a consonant produced by stopping the flow of air at some point and suddenly releasing it', 'a punctuation mark (.', '(music', 'a mechanical device in a camera that controls size of aperture of the lens', 'a restraint that checks the motion of something', 'an obstruction in a pipe or tube'], 'Verb': ['come to a halt, stop moving', 'put an end to a state or an activity', 'stop from happening or developing', 'interrupt a trip', 'cause to stop', 'prevent completion', 'hold back, as of a danger or an enemy; check the expansion or influence of', 'seize on its way', 'have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical', 'render unsuitable for passage', 'stop and wait, as if awaiting further instructions or developments']}",['it came to a stop at the bottom of the hill'],"season 1 , The One Where It All Began (Pilot)",Stop hitting on her! It's her wedding day.,"00:08:49,061","00:08:51,723"
hitting,ضربه زدن,"{'Noun': ['the act of contacting one thing with another'], 'Verb': ['cause to move by striking', 'hit against; come into sudden contact with', 'deal a blow to, either with the hand or with an instrument', 'reach a destination, either real or abstract', 'affect or afflict suddenly, usually adversely', 'hit with a missile from a weapon', 'encounter by chance', 'gain points in a game', 'cause to experience suddenly', 'make a strategic, offensive, assault against an enemy, opponent, or a target', 'kill intentionally and with premeditation', 'drive something violently into a location', 'reach a point in time, or a certain state or level', 'produce by manipulating keys or strings of musical instruments', 'hit the intended target or goal', 'pay unsolicited and usually unwanted sexual attention to']}","['repeated hitting raised a large bruise', 'after three misses she finally got a hit']","season 1 , The One Where It All Began (Pilot)",Stop hitting on her! It's her wedding day.,"00:08:49,061","00:08:51,723"
wedding,عروسی,"{'Noun': ['the social event at which the ceremony of marriage is performed', 'the act of marrying; the nuptial ceremony', 'a party of people at a wedding'], 'Verb': ['take in marriage', 'perform a marriage ceremony']}",['their marriage was conducted in the chapel'],"season 1 , The One Where It All Began (Pilot)",Stop hitting on her! It's her wedding day.,"00:08:49,061","00:08:51,723"
day,روز,"{'Noun': ['time for Earth to make a complete rotation on its axis', 'some point or period in time', 'a day assigned to a particular purpose or observance', 'the time after sunrise and before sunset while it is light outside', 'the recurring hours when you are not sleeping (especially those when you are working', 'an era of existence or influence', 'the period of time taken by a particular planet (e.g. Mars', 'the time for one complete rotation of the earth relative to a particular star, about 4 minutes shorter than a mean solar day', 'a period of opportunity', 'United States writer best known for his autobiographical works (1874-1935']}","['two days later they left', 'they put on two performances every day', 'there are 30,000 passengers per day']","season 1 , The One Where It All Began (Pilot)",Stop hitting on her! It's her wedding day.,"00:08:49,061","00:08:51,723"
theres,وجود دارد,{'Noun': ['a location other than here; that place']},['you can take it from there'],"season 1 , The One Where It All Began (Pilot)","Like there's a rule, or something?","00:08:52,098","00:08:55,261"
rule,قانون,"{'Noun': ['a principle or condition that customarily governs behavior', 'something regarded as a normative example', 'prescribed guide for conduct or action', '(linguistics', 'or prescribing', 'a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct', ""the duration of a monarch's or government's power"", 'dominance or power through legal authority', 'directions that define the way a game or sport is to be conducted', 'any one of a systematic body of regulations defining the way of life of members of a religious order', 'a rule or law concerning a natural phenomenon or the function of a complex system', '(mathematics', 'measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths'], 'Verb': ['exercise authority over; as of nations', 'decide with authority', 'be larger in number, quantity, power, status or importance', 'decide on and make a declaration about', 'have an affinity with; of signs of the zodiac', 'mark or draw with a ruler', 'keep in check']}","['it was his rule to take a walk before breakfast', 'short haircuts were the regulation']","season 1 , The One Where It All Began (Pilot)","Like there's a rule, or something?","00:08:52,098","00:08:55,261"
dont,نکن,N/A,N/A,"season 1 , The One Where It All Began (Pilot)",Please don't do that again. It's a horrible sound.,"00:08:59,939","00:09:03,431"
horrible,ناگوار,{'Adjective': ['provoking horror']},"['an atrocious automobile accident', 'a frightful crime of decapitation', 'an alarming, even horrifying, picture', 'war is beyond all words horrible', 'an ugly wound']","season 1 , The One Where It All Began (Pilot)",Please don't do that again. It's a horrible sound.,"00:08:59,939","00:09:03,431"
sound,صدا,"{'Noun': ['the particular auditory effect produced by a given cause', 'the subjective sensation of hearing something', 'mechanical vibrations transmitted by an elastic medium', 'the sudden occurrence of an audible event', 'the audible part of a transmitted signal', '(phonetics', 'a narrow channel of the sea joining two larger bodies of water', 'a large ocean inlet or deep bay'], 'Verb': ['appear in a certain way', 'make a certain noise or sound', 'give off a certain sound or sounds', 'announce by means of a sound', 'utter with vibrating vocal chords', 'cause to sound', 'measure the depth of (a body of water'], 'Adjective': ['financially secure and safe', 'exercising or showing good judgment', 'in good condition; free from defect or damage or decay', 'in excellent physical condition', 'logically valid', 'having legal efficacy or force', 'vigorous or severe', 'free from moral defect', '(of sleep', 'complete; thorough']}","['the sound of rain on the roof', 'the beautiful sound of music']","season 1 , The One Where It All Began (Pilot)",Please don't do that again. It's a horrible sound.,"00:08:59,939","00:09:03,431"
paul,پل,"{'Noun': ['United States feminist (1885-1977', '(New Testament']}","[""Paul's name was Saul prior to his conversion to Christianity""]","season 1 , The One Where It All Began (Pilot)",It's Paul.,"00:09:03,743","00:09:05,267"
god,خداوند,"{'Noun': ['the supernatural being conceived as the perfect and omnipotent and omniscient originator and ruler of the universe; the object of worship in monotheistic religions', 'any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force', 'a man of such superior qualities that he seems like a deity to other people', 'a material effigy that is worshipped']}",N/A,"season 1 , The One Where It All Began (Pilot)","Oh, God, is it 6:30? Buzz him in.","00:09:05,478","00:09:08,936"
